State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson,,,,,,,
,Northborough,"13,889",199,203,               -,             -,              -,11,18,166,4,4,,,,,,,
,Northbridge,"14,740",285,286,               -,4,4,73,63,132,9,1,,,,,,,
,North Reading,"13,701",58,58,               -,             -,1,4,13,35,5,           -,,,,,,,
,Norton,"16,729",120,122,               -,2,2,22,21,71,2,2,,,,,,,
,Norwell,"10,376",118,118,               -,2,              -,20,17,65,14,           -,,,,,,,
,Norwood,"29,543",477,477,               -,2,7,11,53,357,47,           -,,,,,,,
,Palmer,"12,157",338,342,1,6,4,49,74,180,24,4,,,,,,,
,Peabody,"50,598","1,260","1,263",               -,7,13,128,271,692,149,3,,,,,,,
,Pembroke,"17,302",286,290,               -,2,1,33,55,175,20,4,,,,,,,
,Pepperell,"11,397",151,151,               -,             -,              -,14,41,94,2,           -,,,,,,,
,Pittsfield,"46,572","1,347",,               -,3,16,120,322,810,76,,,,,,,,
,Plymouth,"52,117","1,085","1,092",2,8,13,106,191,698,67,7,,,,,,,
,Quincy,"88,195","2,300",,               -,37,35,163,499,"1,372",194,,,,,,,,
,Randolph,"31,361",788,,               -,9,10,68,96,527,78,,,,,,,,
,Raynham,"11,208",478,,               -,1,5,43,45,330,54,,,,,,,,
,Reading,"24,048",138,138,               -,             -,1,5,27,99,6,           -,,,,,,,
,Rehoboth,"10,062",141,,               -,1,              -,25,45,65,5,,,,,,,,
,Revere,"42,923",,,1,6,56,,189,764,337,,,,,,,,
,Rockland,"18,440",463,,               -,3,4,87,82,236,51,,,,,,,,
,Salem,"39,421","1,287",,               -,7,20,70,120,885,185,,,,,,,,
,Sandwich,"19,729",317,317,               -,2,              -,47,24,242,2,           -,,,,,,,
,Saugus7,"27,557",,,               -,7,22,,194,834,139,5,,,,,,,
,Scituate,"18,179",120,120,               -,1,              -,6,21,84,8,           -,,,,,,,
,Seekonk,"13,826",742,743,               -,3,3,71,54,558,53,1,,,,,,,
,Sharon,"17,413",155,,               -,1,1,5,33,109,6,,,,,,,,
,Shrewsbury,"29,178",539,540,               -,1,3,7,83,419,26,1,,,,,,,
,Somerset,"18,269",408,411,               -,3,3,39,43,279,41,3,,,,,,,
,Somerville,"75,953","2,048",,1,17,54,93,293,930,660,,,,,,,,
,Southbridge,"17,895",,,               -,12,9,,164,240,25,8,,,,,,,
,South Hadley,"17,609",269,272,2,5,1,20,38,188,15,3,,,,,,,
,Springfield,"151,362","12,378","12,540",8,122,455,"2,177","2,122","5,792","1,702",162,,,,,,,
,Stoneham,"22,974",342,,               -,3,7,18,64,218,32,,,,,,,,
,Sudbury,"16,283",140,140,               -,1,1,4,26,107,1,           -,,,,,,,
,Swampscott,"14,156",267,267,               -,4,2,11,36,208,6,           -,,,,,,,
,Swansea,"15,922",482,485,               -,5,3,108,59,266,41,3,,,,,,,
,Taunton,"54,603","1,666","1,666",2,12,46,196,260,995,155,           -,,,,,,,
,Tewksbury,"29,833",544,545,               -,5,6,47,80,344,62,1,,,,,,,
,Tyngsboro,"10,812",285,291,               -,4,              -,24,47,169,41,6,,,,,,,
,Uxbridge,"11,933",175,176,               -,2,              -,53,27,79,14,1,,,,,,,
,Wakefield,"25,627",347,348,7,1,6,24,54,222,33,1,,,,,,,
,Walpole,"23,561",271,272,               -,3,1,8,23,219,17,1,,,,,,,
,Waltham,"60,285","1,019",,               -,12,8,11,132,783,73,,,,,,,,
,Ware,"10,011",212,226,1,6,1,41,60,96,7,14,,,,,,,
,Wareham,"20,462",,,1,4,7,,158,465,44,,,,,,,,
,Watertown,"33,188",743,,               -,3,5,62,63,561,49,,,,,,,,
,Wayland,"12,707",127,127,               -,1,              -,5,13,105,3,           -,,,,,,,
,Webster,"17,073",524,528,               -,9,8,84,114,288,21,4,,,,,,,
,Wellesley,"27,414",281,284,               -,             -,2,17,54,187,21,3,,,,,,,
,Westborough,"16,090",354,355,               -,1,1,62,59,208,23,1,,,,,,,
,Westfield,"38,674",,,               -,7,10,,193,524,77,14,,,,,,,
,Westford,"20,546",146,146,               -,             -,              -,4,22,118,2,           -,,,,,,,
,Weston,"11,028",22,22,               -,             -,              -,                   -,1,21,             -,           -,,,,,,,
,Westport,"14,719",,,               -,2,4,,60,128,19,2,,,,,,,
,Westwood,"13,591",122,,               -,             -,              -,5,13,98,6,,,,,,,,
,Weymouth,"56,226","1,049","1,058",               -,4,13,164,189,593,86,9,,,,,,,
,Wilbraham,"12,903",228,229,               -,             -,1,18,31,147,31,1,,,,,,,
,Wilmington,"21,427",398,,               -,2,3,52,59,241,41,,,,,,,,
,Winchester,"21,053",313,314,               -,             -,              -,7,44,241,21,1,,,,,,,
,Winthrop,"17,761",239,239,               -,2,9,48,35,106,39,           -,,,,,,,
,Woburn,"38,473",902,906,               -,3,11,54,87,651,96,4,,,,,,,
,Worcester,"171,839","8,827","8,886",5,171,317,995,"1,229","4,959","1,151",59,,,,,,,
,Yarmouth,"23,741",710,,1,7,8,60,222,385,27,,,,,,,,
MICHIGAN,Adrian,"22,065","1,072","1,081",               -,27,22,48,143,774,58,9,,,,,,,
,Allen Park,"31,639",744,745,1,8,10,41,117,494,73,1,,,,,,,
,Alpena,"11,661",435,439,               -,4,3,23,46,345,14,4,,,,,,,
,Ann Arbor,"110,581","3,979","4,015",               -,24,95,184,749,"2,726",201,36,,,,,,,
,Auburn Hills,"19,965","1,244","1,250",               -,14,14,63,140,946,67,6,,,,,,,
,Battle Creek,"54,106","5,047","5,082",2,64,181,606,"1,031","2,845",318,35,,,,,,,
,Bay City,"35,063","1,726","1,736",1,22,27,140,282,"1,141",113,10,,,,,,,
,Benton Harbor,"11,808",704,723,               -,25,12,186,202,217,62,19,,,,,,,
,Benton Township,"16,151","1,900","1,908",3,20,25,105,374,"1,245",128,8,,,,,,,
,Berkley,"16,329",240,240,               -,1,3,2,36,172,26,           -,,,,,,,
,Beverly Hills,"10,266",143,143,               -,1,2,2,9,122,7,           -,,,,,,,
,Big Rapids,"10,649",418,421,1,5,6,86,33,261,26,3,,,,,,,
,Birmingham,"19,950",477,481,               -,4,3,6,53,379,32,4,,,,,,,
,Blackman Township,"21,261",622,623,               -,13,8,35,99,422,45,1,,,,,,,
,Bloomfield Township,"42,775",840,844,               -,2,8,33,102,642,53,4,,,,,,,
,Bridgeport Township,"12,281",204,207,1,3,3,11,35,134,17,3,,,,,,,
,Brownstown Township,"23,173",699,702,               -,2,13,55,154,382,93,3,,,,,,,
,Buena Vista Township,"10,267",738,750,               -,8,24,68,168,407,63,12,,,,,,,
,Burton,"27,535","1,883","1,893",1,13,25,81,309,"1,220",234,10,,,,,,,
,Cadillac,"10,626",576,579,               -,10,6,38,62,422,38,3,,,,,,,
,Canton Township,"78,514","1,704","1,732",1,16,34,59,203,"1,228",163,28,,,,,,,
,Chesterfield Township,"34,669",771,775,               -,1,3,18,101,600,48,4,,,,,,,
,Clawson,"13,555",208,208,               -,3,2,3,18,165,17,           -,,,,,,,
,Clinton Township,"98,126","2,985","3,005",4,76,51,565,450,"1,451",388,20,,,,,,,
,Coldwater,"10,786",545,546,               -,5,6,40,39,432,23,1,,,,,,,
,Davison Township,"17,261",564,570,               -,3,1,12,128,366,54,6,,,,,,,
,Dearborn,"88,883","5,835","5,854",               -,17,128,625,521,"3,558",986,19,,,,,,,
,Dearborn Heights,"58,190","1,887","1,896",1,9,49,84,305,"1,130",309,9,,,,,,,
,Detroit,"972,390","95,761","97,776",396,811,"7,868","13,037","15,828","31,929","25,892","2,015",,,,,,,
,Dewitt Township,"12,134",267,267,               -,6,3,13,46,175,24,           -,,,,,,,
,East Grand Rapids,"10,193",216,217,1,1,2,8,56,142,6,1,,,,,,,
,East Lansing,"46,917","1,658","1,679",1,16,14,114,274,"1,188",51,21,,,,,,,
,Eastpointe,"33,957","1,532","1,533",2,9,45,135,164,898,279,1,,,,,,,
,Emmett Township,"12,884",615,623,               -,8,12,46,109,406,34,8,,,,,,,
,Farmington Hills,"80,296","1,951","1,979",4,19,25,113,377,"1,260",153,28,,,,,,,
,Fenton,"10,194",274,281,               -,1,3,9,31,205,25,7,,,,,,,
,Ferndale,"24,314",867,870,               -,10,28,39,138,502,150,3,,,,,,,
,Flint,"131,844","11,003","11,185",36,106,492,"1,194","2,424","4,624","2,127",182,,,,,,,
,Flint Township,"33,956","2,814","2,823",5,9,77,123,311,"1,917",372,9,,,,,,,
,Flushing Township,"10,365",113,115,               -,3,1,4,43,56,6,2,,,,,,,
,Fraser,"15,462",384,385,               -,3,8,14,26,294,39,1,,,,,,,
,Garden City,"32,429",673,679,1,1,11,21,109,466,64,6,,,,,,,
,Genesee Township,"23,990","1,144","1,154",1,21,36,108,263,584,131,10,,,,,,,
,Grand Blanc Township,"28,416","1,021","1,022",               -,6,11,48,174,675,107,1,,,,,,,
,Grand Haven,"12,176",469,476,               -,12,1,29,45,366,16,7,,,,,,,
,Grand Rapids,"186,410","12,945","13,056",17,57,594,"1,446","2,612","7,359",860,111,,,,,,,
,Grandville,"16,627",738,738,               -,8,5,14,51,633,27,           -,,,,,,,
,Green Oak Township,"14,976",229,229,               -,1,2,10,37,160,19,           -,,,,,,,
,Grosse Ile Township,"11,658",141,142,               -,1,              -,1,16,120,3,1,,,,,,,
,Grosse Pointe Farms,"10,339",202,202,               -,1,2,4,17,162,16,           -,,,,,,,
,Grosse Pointe Park,"12,981",329,329,               -,             -,6,6,34,232,51,           -,,,,,,,
,Grosse Pointe Woods,"17,962",310,311,               -,             -,6,6,19,259,20,1,,,,,,,
,Hamburg Township,"18,740",192,197,               -,5,1,11,39,131,5,5,,,,,,,
,Harper Woods,"15,035",817,817,               -,             -,15,1,90,528,183,           -,,,,,,,
,Hazel Park,"19,580",993,998,2,11,35,63,156,517,209,5,,,,,,,
,Highland Park,"19,337","2,482","2,504",9,19,173,266,340,774,901,22,,,,,,,
,Holland,"33,907","1,478","1,485",               -,24,8,81,145,"1,163",57,7,,,,,,,
,Huron Township,"14,506",350,353,               -,6,2,12,87,196,47,3,,,,,,,
,Inkster,"31,106","1,615","1,641",12,16,94,279,386,549,279,26,,,,,,,
,Jackson,"36,498","3,167","3,200",3,36,77,248,420,"2,202",181,33,,,,,,,
,Kalamazoo,"76,233","5,982","6,073",9,94,189,521,"1,195","3,489",485,91,,,,,,,
,Kalamazoo Township,"20,879",980,984,3,7,13,75,142,672,68,4,,,,,,,
,Kentwood,"43,218","1,632","1,640",               -,27,28,70,247,"1,197",63,8,,,,,,,
,Lansing,"128,683","6,883","6,958",14,120,171,914,"1,110","4,133",421,75,,,,,,,
,Leoni Township,"14,249",421,422,               -,4,5,29,92,269,22,1,,,,,,,
,Lincoln Park,"42,215","2,076","2,085",3,40,43,118,325,"1,199",348,9,,,,,,,
,Livonia,"100,918","3,042",,               -,22,63,105,446,"2,122",284, ,,,,,,,
,Madison Heights,"31,812","1,435","1,458",1,12,21,45,190,928,238,23,,,,,,,
,Marquette,"19,783",576,578,1,10,1,10,51,476,27,2,,,,,,,
,Melvindale,"11,227",507,513,               -,5,8,22,70,297,105,6,,,,,,,
,Meridian Township,"38,515","1,356","1,360",               -,9,10,33,205,"1,052",47,4,,,,,,,
,Midland,"41,078",997,"1,010",               -,27,3,46,128,770,23,13,,,,,,,
,Monroe,"22,130",669,679,1,7,16,50,111,435,49,10,,,,,,,
,Mount Clemens,"17,668",592,592,3,23,30,96,99,291,50,           -,,,,,,,
,Mount Pleasant,"23,817",721,724,               -,12,5,30,95,559,20,3,,,,,,,
,Mundy Township,"13,025",473,474,1,2,9,17,54,370,20,1,,,,,,,
,Muskegon,"39,699","3,521","3,537",1,28,82,270,634,"2,078",428,16,,,,,,,
,Muskegon Township,"17,176",882,886,1,10,10,30,76,702,53,4,,,,,,,
,Niles,"11,717",660,666,1,15,7,36,108,469,24,6,,,,,,,
,Northville Township,"22,363",419,419,               -,7,1,2,62,314,33,           -,,,,,,,
,Norton Shores,"23,313","1,132","1,133",               -,8,5,45,38,949,87,1,,,,,,,
,Novi,"45,818","1,400","1,401",               -,12,15,43,171,"1,095",64,1,,,,,,,
,Oscoda Township,"10,410",278,284,               -,4,2,9,71,170,22,6,,,,,,,
,Owosso,"15,535",414,416,1,6,1,23,57,293,33,2,,,,,,,
,Pittsfield Township,"25,051","1,134","1,138",               -,5,22,43,128,817,119,4,,,,,,,
,Plymouth Township,"29,247",605,609,               -,5,2,30,77,438,53,4,,,,,,,
,Pontiac,"68,665","4,634","4,704",6,66,220,968,938,"1,837",599,70,,,,,,,
,Portage,"44,325","2,142","2,144",2,14,17,61,218,"1,764",66,2,,,,,,,
,Port Huron,"32,582","1,385","1,392",1,22,29,90,200,940,103,7,,,,,,,
,Redford Township,"55,461","2,136","2,148",2,10,91,85,317,"1,049",582,12,,,,,,,
,Riverview,"14,799",250,251,               -,2,4,6,24,173,41,1,,,,,,,
,Romulus,"25,430","1,224","1,233",               -,11,13,105,221,651,223,9,,,,,,,
,Roseville,"51,237","2,390","2,392",3,12,43,110,177,"1,712",333,2,,,,,,,
,Royal Oak,"64,182","1,858","1,864",1,13,32,92,255,"1,279",186,6,,,,,,,
,Saginaw,"62,895","4,405","4,513",10,88,171,919,"1,012","1,795",410,108,,,,,,,
,Saginaw Township,"38,983","1,478","1,483",               -,6,22,45,160,"1,186",59,5,,,,,,,
,Sault Ste. Marie,"15,399",457,460,               -,1,1,16,50,388,1,3,,,,,,,
,Shelby Township,"65,621",957,961,               -,11,10,44,118,695,79,4,,,,,,,
,Southfield,"75,291","5,432","5,441",2,21,128,585,857,"2,752","1,087",9,,,,,,,
,Southgate,"32,722","1,271","1,290",               -,7,22,79,117,883,163,19,,,,,,,
,St. Clair Shores,"65,828","1,611","1,623",1,6,27,118,207,"1,047",205,12,,,,,,,
,Sterling Heights,"125,514","3,617","3,641",               -,17,25,214,312,"2,799",250,24,,,,,,,
,Sturgis,"10,506",460,464,               -,8,5,21,85,325,16,4,,,,,,,
,Summit Township,"22,708",383,388,               -,4,5,21,75,235,43,5,,,,,,,
,Sumpter Township,"12,078",314,316,               -,6,1,25,83,170,29,2,,,,,,,
,Taylor,"72,574","3,825","3,852",3,32,72,269,804,"2,078",567,27,,,,,,,
,Thomas Township,"11,917",285,285,               -,             -,1,15,22,237,10,           -,,,,,,,
,Traverse City,"15,204",681,684,               -,11,3,28,50,559,30,3,,,,,,,
,Troy,"79,673","2,424","2,430",1,15,22,67,346,"1,828",145,6,,,,,,,
,Van Buren Township,"26,309",498,498,               -,             -,11,9,49,367,62,           -,,,,,,,
,Walker,"20,535",947,950,               -,15,9,31,96,757,39,3,,,,,,,
,Waterford Township,"76,531","2,229","2,248",3,10,38,88,437,"1,467",186,19,,,,,,,
,Wayne,"20,950","1,020","1,033",               -,9,23,91,166,546,185,13,,,,,,,
,West Bloomfield Township,"61,849",925,933,1,8,5,31,113,741,26,8,,,,,,,
,Westland,"87,023","2,881","2,905",2,33,55,157,438,"1,756",440,24,,,,,,,
,White Lake Township,"27,479",640,643,               -,6,4,26,110,453,41,3,,,,,,,
,Wixom,"11,133",466,466,               -,3,5,                   -,51,366,41,           -,,,,,,,
,Woodhaven,"13,911",451,453,               -,5,6,14,44,347,35,2,,,,,,,
,Wyandotte,"31,880",865,874,               -,3,9,38,126,597,92,9,,,,,,,
,Wyoming,"69,799","2,623","2,655",               -,44,60,154,603,"1,515",247,32,,,,,,,
,Ypsilanti,"23,075","1,336","1,348",3,16,52,121,230,768,146,12,,,,,,,
MINNESOTA,Albert Lea,"18,142",624,629,               -,             -,4,26,73,488,33,5,,,,,,,
,Andover,"25,791",725,732,               -,7,2,26,105,559,26,7,,,,,,,
,Anoka,"18,701",713,713,               -,19,4,35,79,537,39,           -,,,,,,,
,Apple Valley,"48,319","1,369","1,386",1,9,13,29,179,"1,097",41,17,,,,,,,
,Arden Hills,"10,196",224,234,               -,3,2,11,22,180,6,10,,,,,,,
,Austin,"22,880","1,098","1,100",2,21,5,55,148,806,61,2,,,,,,,
,Bemidji,"13,385","1,146","1,147",               -,11,3,22,61,968,81,1,,,,,,,
,Bloomington,"88,826","4,724","4,745",               -,41,55,145,330,"3,874",279,21,,,,,,,
,Brainerd,"14,230","1,029",,               -,21,4,43,174,720,67,,,,,,,,
,Brooklyn Center,"28,579","2,283","2,318",               -,16,57,63,172,"1,763",212,35,,,,,,,
,Brooklyn Park,"65,680","3,437","3,453",               -,22,89,200,520,"2,352",254,16,,,,,,,
,Buffalo,"10,059",383,388,               -,2,3,12,52,287,27,5,,,,,,,
,Burnsville,"62,126","1,958","1,963",               -,16,17,29,188,"1,578",130,5,,,,,,,
,Centennial Lakes,"10,601",305,308,               -,7,              -,7,37,245,9,3,,,,,,,
,Champlin,"21,844",463,463,               -,6,4,20,71,340,22,           -,,,,,,,
,Chanhassen,"19,762",371,374,               -,1,2,14,40,305,9,3,,,,,,,
,Chaska,"16,271",440,444,               -,8,4,20,37,355,16,4,,,,,,,
,Cloquet,"11,461",384,389,               -,6,3,15,45,292,23,5,,,,,,,
,Columbia Heights,"18,900",850,859,               -,11,20,42,150,578,49,9,,,,,,,
,Coon Rapids,"65,393","2,483","2,491",               -,44,20,56,223,"2,039",101,8,,,,,,,
,Cottage Grove,"32,874",802,808,               -,12,1,22,77,650,40,6,,,,,,,
,Crystal,"23,643",860,866,1,1,13,23,104,661,57,6,,,,,,,
,Duluth,"83,421","3,801","3,810",5,64,44,201,486,"2,754",247,9,,,,,,,
,Eagan,"61,780","1,895","1,907",1,17,13,45,258,"1,473",88,12,,,,,,,
,East Bethel,"10,922",306,311,               -,6,              -,21,68,178,33,5,,,,,,,
,Eden Prairie,"49,981","1,579","1,600",               -,15,5,41,137,"1,345",36,21,,,,,,,
,Edina,"47,088","1,397","1,410",               -,1,13,17,116,"1,206",44,13,,,,,,,
,Faribault,"19,793","1,035","1,055",               -,7,4,60,207,707,50,20,,,,,,,
,Farmington,"11,221",291,292,               -,2,1,12,26,236,14,1,,,,,,,
,Fergus Falls,"14,736",540,543,               -,8,2,13,84,408,25,3,,,,,,,
,Golden Valley,"21,218",717,721,2,5,9,22,96,534,49,4,,,,,,,
,Ham Lake,"12,830",456,457,1,10,1,12,121,288,23,1,,,,,,,
,Hastings,"18,685",685,686,               -,5,3,21,55,570,31,1,,,,,,,
,Hibbing,"17,827",259,259,               -,2,1,3,74,162,17,           -,,,,,,,
,Hutchinson,"13,766",629,631,               -,13,4,22,88,489,13,2,,,,,,,
,Inver Grove Heights,"31,175","1,010","1,034",               -,17,6,39,124,735,89,24,,,,,,,
,Lakeville,"42,474",954,966,1,6,5,9,119,773,41,12,,,,,,,
,Lino Lakes,"15,764",296,297,5,4,              -,11,28,237,11,1,,,,,,,
,Mankato,"32,249","1,878","1,881",1,18,11,46,261,"1,447",94,3,,,,,,,
,Maple Grove,"50,347","1,251","1,258",               -,13,9,42,169,994,24,7,,,,,,,
,Marshall,"12,586",226,242,               -,4,1,14,31,164,12,16,,,,,,,
,Mendota Heights,"10,727",177,182,               -,3,1,4,12,146,11,5,,,,,,,
,Minneapolis,"364,049","27,489","27,750",50,422,"1,948","1,984","4,514","14,788","3,783",261,,,,,,,
,Minnetonka,"53,375","1,473","1,499",1,6,11,20,224,"1,151",60,26,,,,,,,
,Moorhead,"34,402",902,903,1,14,6,47,81,683,70,1,,,,,,,
,Mounds View,"13,481",610,615,               -,7,3,20,60,491,29,5,,,,,,,
,New Brighton,"23,246",796,798,2,6,6,10,99,634,39,2,,,,,,,
,New Hope,"21,789",594,597,               -,8,7,24,68,464,23,3,,,,,,,
,Northfield,"17,078",577,582,               -,5,2,29,84,438,19,5,,,,,,,
,North Mankato,"11,890",261,266,               -,8,              -,                   -,5,235,13,5,,,,,,,
,North St. Paul,"12,979",491,495,               -,5,1,12,28,414,31,4,,,,,,,
,Oakdale,"28,085","1,029","1,040",               -,14,7,30,106,815,57,11, ,,,,,,
,Orono,"12,016",270,270,               -,3,5,10,20,224,8,           -,,,,,,,
,Owatonna,"21,885",777,794,2,6,3,36,88,609,33,17,,,,,,,
,Plymouth,"64,026","1,561","1,576",2,12,12,65,288,"1,122",60,15,,,,,,,
,Prior Lake,"15,653",579,584,               -,11,7,23,67,438,33,5,,,,,,,
,Ramsey,"19,671",469,470,1,5,2,8,52,378,23,1,,,,,,,
,Red Wing,"16,422",719,720,               -,17,2,27,77,546,50,1,,,,,,,
,Richfield,"34,715","1,347","1,358",1,9,42,53,194,900,148,11,,,,,,,
,Robbinsdale,"14,351",627,627,               -,2,30,17,97,435,46,           -,,,,,,,
,Rochester,"83,203","2,604","2,627",2,36,54,167,302,"1,888",155,23,,,,,,,
,Rosemount,"14,159",530,530,               -,12,8,11,58,403,38,           -,,,,,,,
,Roseville,"35,428","1,721","1,725",               -,12,17,29,107,"1,449",107,4,,,,,,,
,Savage,"18,888",509,514,1,1,4,11,62,400,30,5,,,,,,,
,Shakopee,"18,461",768,774,1,7,7,36,62,622,33,6,,,,,,,
,Shoreview,"27,096",474,488,1,11,1,19,40,388,14,14,,,,,,,
,South Lake Minnetonka,"11,877",227,229,               -,2,              -,4,50,154,17,2,,,,,,,
