State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Burglary,Larceny-theft,Motor vehicle theft,Arson,
,Lincoln Park,"11,309",132,133,-,-,-,1, ,12,109,10,1,
,Linden,"37,334","1,621","1,626",-,5,63,80, ,209,972,292,5,
,Lindenwold,"18,156",786,793,1,17,63,94, ,197,347,67,7,
,Little Egg Harbor Township,"15,035",390,392,-,4,2,24, ,73,272,15,2,
,Little Falls Township,"12,316",423,423,-,-,4,12, ,53,314,40,-,
,Little Ferry,"10,212",116,116,-,-,1,3, ,20,65,27,-,
,Livingston Township,"26,228",829,829,-,-,11,16, ,53,675,74,-,
,Lodi,"22,997",693,696,-,-,11,29, ,114,464,75,3,
,Long Branch,"29,006","1,326","1,329",1,7,63,82, ,326,800,47,3,
,Lower Township,"21,991",771,776,-,7,3,37, ,99,604,21,5,
,Lyndhurst Township,"18,842",503,506,1,1,6,4, ,72,340,79,3,
,Madison,"15,883",241,241,-,-,2,3, ,40,194,2,-,
,Mahwah Township,"21,709",299,300,1,-,1,10, ,28,249,10,1,
,Manalapan Township,"32,575",345,347,-,1,4,27, ,41,264,8,2,
,Manchester Township,"38,389",340,360,-,-,1,30, ,53,249,7,20,
,Mantua Township,"13,004",352,354,-,2,7,11, ,60,260,12,2,
,Manville,"10,937",157,157,-,-,1,2, ,10,126,18,-,
,Maple Shade Township,"18,769",634,640,3,7,25,24, ,88,390,97,6,
,Maplewood Township,"20,590",724,727,-,2,43,28, ,98,431,122,3,
,Marlboro Township,"34,961",395,401,-,-,7,12, ,56,299,21,6,
,Medford Township,"22,289",304,306,1,2,-,4, ,52,240,5,2,
,Metuchen,"13,084",277,277,-,1,10,14, ,31,198,23,-,
,Middlesex,"13,263",213,214,-,-,9,7, ,18,169,10,1,
,Middle Township,"15,643",745,747,-,3,7,41, ,137,521,36,2,
,Middletown Township,"68,617",765,767,-,7,7,38, ,89,598,26,2,
,Millburn Township,"17,754",943,943,-,1,12,7, ,58,744,121,-,
,Millville,"26,451","1,434","1,442",2,22,49,114, ,353,839,55,8,
,Monroe Township (Gloucester County),"29,708",938,944,-,7,16,29, ,213,609,64,6,
,Monroe Township (Middlesex County),"26,655",215,216,-,1,-,16, ,45,144,9,1, 
,Montclair,"36,037","1,432","1,434",-,7,49,74, ,257,794,251,2,
,Montgomery Township,"14,749",268,268,-,-,-,3, ,32,220,13,-,
,Montville Township,"21,027",254,255,1,-,2,6, ,49,180,16,1,
,Moorestown Township,"17,387",561,562,-,2,17,6, ,109,405,22,1,
,Morristown,"16,687",883,886,1,14,46,51, ,137,586,48,3,
,Morris Township,"22,125",208,209,-,-,2,8, ,30,159,9,1,
,Mount Holly,"10,632",528,528,1,-,30,52, ,94,309,42,-,
,Mount Laurel Township,"37,586",792,798,-,5,20,8, ,112,572,75,6,
,Mount Olive Township,"23,019",357,360,1,2,-,24, ,65,248,17,3,
,Neptune Township,"29,031","1,228","1,231",2,6,35,53, ,250,816,66,3,
,Newark,"268,348","21,149","21,345",69,103,"2,432","2,263", ,"3,087","7,928","5,267",196,
,New Brunswick,"41,914","2,989","2,997",3,3,184,137, ,515,"1,847",300,8,
,New Milford,"16,482",223,223,-,1,2,7, ,33,171,9,-,
,New Providence,"11,927",109,113,-,-,1,1, ,21,86,-,4,
,North Arlington,"14,177",277,278,-,-,10,21, ,45,180,21,1,
,North Bergen Township,"48,809","1,705","1,708",4,7,46,64, ,316,856,412,3,
,North Brunswick Township,"35,297",935,940,2,2,23,35, ,195,605,73,5,
,North Hanover Township,"10,186",105,106,-,1,1,10, ,34,49,10,1,
,North Plainfield,"19,134",724,726,-,2,23,21, ,156,468,54,2,
,Nutley,"25,694",461,464,-,-,15,32, ,133,236,45,3,
,Oakland,"12,522",121,123,-,-,3,5, ,17,94,2,2,
,Ocean City,"15,815","1,026","1,026",1,5,19,30, ,214,747,10,-,
,Ocean Township (Monmouth County),"27,056",733,735,1,3,10,25, ,118,555,21,2,
,Old Bridge,"60,186","1,047","1,058",2,5,18,54, ,196,670,102,11,
,Orange,"28,801","2,806","2,815",7,10,309,172, ,669,"1,056",583,9,
,Palisades Park,"15,113",232,232,-,-,8,9, ,77,106,32,-,
,Paramus,"26,194","2,777","2,789",-,2,32,51, ,177,"2,207",308,12,
,Parsippany-Troy Hills Township,"50,177",889,891,-,3,18,46, ,254,465,103,2,
,Passaic,"61,030","3,184","3,188",4,6,270,389, ,694,"1,243",578,4,
,Paterson,"148,731","6,553","6,585",13,34,572,591, ,"1,572","2,429","1,342",32,
,Pemberton Township,"31,676",788,801,-,7,31,64, ,189,431,66,13,
,Pennsauken,"33,998","1,802","1,815",2,5,101,66, ,331,"1,023",274,13,
,Pennsville Township,"13,474",392,393,-,1,4,15, ,56,303,13,1,
,Pequannock Township,"14,655",203,203,-,-,1,4, ,25,165,8,-,
,Perth Amboy,"42,630","1,802","1,807",1,12,98,164, ,508,809,210,5,
,Phillipsburg,"15,587",365,365,2,5,11,15, ,76,238,18,-,
,Pine Hill,"10,505",279,287,-,2,14,17, ,55,168,23,8,
,Piscataway Township,"52,093","1,196","1,207",-,11,19,71, ,161,868,66,11,
,Plainfield,"46,576","2,965","3,005",5,29,307,309, ,581,"1,246",488,40,
,Plainsboro Township,"15,794",218,221,-,-,-,4, ,24,179,11,3,
,Pleasantville,"16,677","1,007","1,012",1,11,73,84, ,227,524,87,5,
,Point Pleasant,"19,417",374,374,-,-,4,24, ,38,296,12,-,
,Pompton Lakes,"11,219",136,136,1,-,4,2, ,17,108,4,-,
,Princeton,"11,855",573,573,-,2,6,7, ,110,447,1,-,
,Princeton Township,"14,285",199,205,-,-,2,10, ,42,131,14,6,
,Rahway,"25,425",827,834,1,4,52,31, ,142,490,107,7,
,Ramsey,"14,531",281,282,-,1,4,10, ,22,234,10,1,
,Randolph Township,"23,041",268,268,-,4,1,11, ,28,220,4,-, 
,Raritan Township,"18,449",254,254,-,-,-,16, ,37,194,7,-,
,Readington Township,"16,641",206,206,-,-,1,2, ,36,159,8,-,
,Red Bank,"10,896",391,391,3,1,11,16, ,13,327,20,-,
,Ridgefield,"10,219",124,125,2,-,2,3, ,22,76,19,1,
,Ridgefield Park,"12,647",269,269,-,-,4,11, ,27,180,47,-,
,Ridgewood,"24,663",288,289,-,-,3,2, ,57,222,4,1,
,Ringwood,"13,551",112,112,-,1,2,5, ,14,88,2,-,
,River Edge,"10,900",129,129,-,-,3,3, ,33,80,10,-,
,River Vale,"10,050",23,26,-,-,-,1, ,4,16,2,3,
,Rockaway Township,"21,652",731,733,-,-,4,18, ,66,587,56,2,
,Roselle,"20,368",736,739,1,1,37,33, ,221,334,109,3,
,Roselle Park,"12,816",273,274,-,-,12,3, ,46,167,45,1,
,Roxbury Township,"24,008",465,467,-,-,3,20, ,77,343,22,2,
,Rutherford,"18,179",359,360,-,3,9,12, ,88,197,50,1,
,Saddle Brook Township,"13,731",349,350,-,-,5,13, ,38,262,31,1,
,Sayreville,"38,175",874,888,1,8,18,47, ,194,517,89,14,
,Scotch Plains Township,"23,257",306,306,-,3,4,10, ,58,215,16,-,
,Secaucus,"14,024",734,734,1,1,9,17, ,26,532,148,-,
,Somers Point,"11,198",411,413,-,3,7,39, ,90,256,16,2,
,Somerville,"11,818",440,444,-,1,13,12, ,73,318,23,4,
,South Brunswick Township,"33,509",524,527,-,-,4,21, ,110,355,34,3,
,South Orange,"16,224",781,781,-,1,24,15, ,117,476,148,-,
,South Plainfield,"20,976",650,653,-,4,17,14, ,69,505,41,3,
,South River,"14,094",189,193,1,1,5,12, ,28,136,6,4,
,Sparta Township,"17,438",160,160,-,-,-,3, ,30,122,5,-,
,Springfield,"13,774",361,363,-,1,5,2, ,31,238,84,2,
,Stafford Township,"17,609",571,573,-,8,3,21, ,141,378,20,2,
,Summit,"19,775",435,436,-,1,3,4, ,39,354,34,1,
,Teaneck Township,"38,479",746,754,-,3,38,49, ,137,479,40,8,
,Tenafly,"13,643",125,126,-,-,3,2, ,33,83,4,1,
,Tinton Falls,"15,850",303,305,-,-,4,8, ,32,239,20,2,
,Totowa,"10,968",491,491,-,-,7,7, ,42,383,52,-,
,Trenton,"84,790","6,287","6,343",8,58,566,621, ,"1,399","2,575","1,060",56,
,Union City,"57,823","2,375","2,378",1,17,181,122, ,596,927,531,3,
,Union Township,"51,103","2,307","2,314",-,12,99,91, ,336,"1,335",434,7,
,Ventnor City,"10,895",385,385,-,4,5,7, ,93,267,9,-,
,Vernon Township,"23,158",283,283,-,-,2,19, ,64,186,12,-,
,Verona,"12,942",223,223,1,-,3,4, ,40,150,25,-,
,Vineland,"55,678","3,161","3,179",-,16,159,212, ,597,"1,994",183,18,
,Voorhees Township,"25,887","1,009","1,017",-,4,15,24, ,128,779,59,8,
,Waldwick,"10,132",96,97,-,-,2,4, ,10,74,6,1,
,Wallington,"11,138",297,297,-,3,2,20, ,36,200,36,-,
,Wall Township,"24,232",461,464,-,2,5,15, ,80,337,22,3,
,Wanaque,"10,557",144,147,-,1,1,13, ,20,105,4,3,
,Warren Township,"13,413",145,147,-,2,-,2, ,26,109,6,2,
,Washington Township (Gloucester County),"45,420","1,334","1,354",1,7,25,67, ,158,992,84,20,
,Washington Township (Morris County),"17,435",145,145,-,1,-,5, ,24,107,8,-,
,Waterford Township,"11,287",159,159,-,4,2,10, ,28,105,10,-,
,Wayne Township,"54,768","2,106","2,107",-,4,18,28, ,137,"1,551",368,1,
,Weehawken Township,"12,760",538,539,-,2,9,17, ,122,267,121,1,
,West Deptford Township,"20,034",551,557,-,1,12,24, ,95,380,39,6,
,Westfield,"29,400",390,392,-,2,4,1, ,57,314,12,2,
,West Milford Township,"28,272",348,352,-,-,-,9, ,59,267,13,4,
,West New York,"38,153","1,472","1,480",-,3,59,110, ,291,734,275,8,
,West Orange,"39,476","1,438","1,443",1,1,38,42, ,274,705,377,5,
,West Paterson,"11,745",274,274,-,1,7,13, ,45,179,29,-,
,West Windsor Township,"19,269",541,543,-,2,4,9, ,46,438,42,2,
,Westwood,"10,817",145,145,-,-,4,7, ,28,98,8,-,
,Willingboro Township,"35,265",918,923,1,2,44,47, ,119,608,97,5,
,Winslow Township,"34,621",876,891,-,5,36,133, ,145,481,76,15,
,Woodbridge Township,"95,994","3,393","3,412",1,17,82,259, ,522,"2,105",407,19,
,Woodbury,"10,557",566,567,1,1,24,23, ,71,423,23,1,
,Wyckoff,"16,474",124,124,-,1,-,3, ,27,86,7,-,
NEW MEXICO,Alamogordo,"28,359","1,078","1,081",-,23,12,56, ,102,865,20,3,
,Albuquerque,"420,169","41,034","41,177",48,220,"1,667","3,320", ,"6,809","24,277","4,693",143,
,Carlsbad,"26,359","1,919","1,930",1,20,30,100, ,366,"1,340",62,11,
,Clovis,"32,448","2,519","2,531",3,19,21,493, ,521,"1,390",72,12,
,Deming,"14,541",909,911,2,-,7,97, ,209,549,45,2,
,Farmington,"39,093","1,818","1,838",2,37,26,243, ,362,"1,016",132,20,
,Gallup,"20,154","2,736","2,742",2,31,48,220, ,280,"1,983",172,6,
,Hobbs,"27,202","1,628","1,629",6,30,21,289, ,282,953,47,1,
,Las Cruces,"76,230","6,458","6,470",8,60,102,371, ,"1,185","4,547",185,12,
,Los Alamos,"18,375",319,322,-,2,1,76, ,42,189,9,3,
,Rio Rancho,"50,125","1,543","1,552",-,10,9,150, ,277,"1,000",97,9,
,Silver City,"12,084",565,573,3,2,7,12, ,135,389,17,8,
NEW YORK,Albany,"94,416","7,475","7,524",12,46,376,463, ,"1,826","4,324",428,49,
,Amherst Town,"110,918","2,189","2,190",-,6,29,41, ,188,"1,785",140,1,
,Amsterdam,"19,198",340,352,1,3,4,32, ,101,192,7,12,
,Auburn,"29,179","1,259","1,264",-,11,18,30, ,190,995,15,5,
,Binghamton,"46,815","2,355","2,361",3,19,60,81, ,286,"1,839",67,6,
,Buffalo,"301,069","20,679","21,104",32,176,"1,473","1,562", ,"4,428","10,018","2,990",425,
,Camillus Town and Village,"24,796",358,358,-,1,7,5, ,42,293,10,-,
,Canandaigua,"10,670",270,270,-,-,2,5, ,27,229,7,-,
,Carmel Town,"31,923",365,367,3,2,2,9, ,55,276,18,2,
,Cheektowaga Town,"87,558","2,998",,-,17,48,49, ,469,"2,173",242,,
,Cicero Town,"23,718",299,,-,-,1,14, ,42,237,5,,
,Clarkstown Town,"80,286","2,420","2,421",3,2,38,100, ,176,"1,963",138,1,
,Clay Town,"54,950",417,424,-,-,3,6, ,70,335,3,7,
,Cohoes,"16,352",455,462,1,6,8,11, ,128,254,47,7,
,Colonie Town,"78,104","3,238","3,247",-,7,32,31, ,495,"2,585",88,9,
,Corning,"11,093",661,662,-,9,8,35, ,94,507,8,1,
,Cortland,"18,431",737,738,-,13,6,22, ,127,545,24,1,
,Depew Village,"10,455",520,529,-,3,9,7, ,86,380,35,9,
,Dewitt Town,"21,996",961,963,1,1,9,16, ,132,766,36,2,
,Dobbs Ferry Village,"10,082",141,142,1,-,4,12, ,15,92,17,1,
,Dunkirk,"12,967",425,429,-,2,13,40, ,66,296,8,4,
,East Aurora-Aurora Town,"19,694",193,193,-,1,3,1, ,24,161,3,-,
,Eastchester Town,"19,208",346,347,-,-,3,7, ,22,264,50,1,
,East Fishkill Town,"24,457",327,327,-,-,2,3, ,39,271,12,-,
,East Greenbush Town,"14,721",353,,-,-,2,3, ,57,285,6,,
,East Hampton Town,"14,495",483,,1,2,1,3, ,136,336,4,,
,Endicott Village,"12,015",658,662,1,9,5,20, ,92,514,17,4,
,Evans Town,"15,178",327,329,-,3,2,9, ,57,230,26,2,
,Fallsburg Town,"10,563",256,261,-,4,7,5, ,107,122,11,5,
,Fishkill Town,"16,078",332,,-,2,-,20, ,32,269,9,,
,Floral Park Village,"15,868",118,118,-,-,11,1, ,25,63,18,-,
,Fredonia Village,"10,028",252,252,-,-,1,12, ,18,217,4,-,
,Freeport Village,"40,010","1,279",,1,3,109,121, ,116,715,214,,
,Fulton City,"12,209",626,630,-,1,6,18, ,91,489,21,4,
,Garden City Village,"21,641",346,347,-,2,7,8, ,27,273,29,1,
,Gates Town,"29,086","1,294","1,298",-,2,30,6, ,173,995,88,4,
,Geneva,"13,736",492,495,-,-,12,33, ,76,365,6,3,
,Glen Cove,"24,964",559,561,-,3,10,9, ,91,417,29,2,
,Glens Falls,"14,514",642,646,-,1,7,39, ,96,494,5,4,
,Glenville Town,"21,452",306,308,-,1,2,11, ,47,239,6,2,
,Gloversville,"15,506",648,651,-,6,7,51, ,103,449,32,3,
,Greece Town,"92,316","2,617","2,626",-,8,44,21, ,305,"2,044",195,9,
,Greenburgh Town,"42,042","1,254","1,254",-,4,32,27, ,163,"1,027",1,-,
,Haverstraw Town,"24,744",461,462,-,2,11,60, ,61,294,33,1,
,Hempstead Village,"46,753","1,916","1,927",5,22,245,278, ,238,681,447,11,
,Hyde Park Town,"21,216",357,359,1,5,3,10, ,52,270,16,2,
,Irondequoit Town,"51,990","2,311","2,316",1,7,49,17, ,260,"1,896",81,5,
,Jamestown,"32,204","1,301","1,322",-,14,17,95, ,339,781,55,21,
,Kent Town,"14,926",231,232,-,-,2,2, ,43,176,8,1,
,Kingston,"21,886",871,874,-,6,28,29, ,68,683,57,3,
,Lackawanna,"19,243",565,569,1,4,17,34, ,107,314,88,4,
,Lakewood-Busti,"11,225",156,156,-,-,-,6, ,7,143,-,-,
,Lancaster Town,"13,575",335,335,-,-,1,4, ,46,264,20,-,
,Lancaster Village,"11,100",179,180,-,-,1,6, ,57,105,10,1,
,Lynbrook Village,"19,364",243,244,-,-,8,7, ,31,160,37,1,
,Mamaroneck Town,"11,637",200,201,-,-,2,1, ,17,131,49,1,
,Mamaroneck Village,"17,414",358,358,-,-,10,24, ,34,256,34,-,
,Manlius Town,"22,877",394,394,-,-,2,18, ,67,295,12,-,
,Massena Village,"11,270",186,186,-,2,1,5, ,33,143,2,-,
,Middletown,"23,981",882,889,1,11,27,55, ,128,605,55,7,
,Mount Pleasant Town,"26,019",369,372,-,-,6,33, ,31,271,28,3,
,Newburgh,"26,145","1,417","1,443",6,17,116,207, ,385,608,78,26,
,Newburgh Town,"26,495","1,163","1,165",1,4,19,19, ,126,962,32,2,
,New Paltz Town and Village,"16,499",344,344,-,1,1,48, ,43,236,15,-,
,New Windsor Town,"24,967",573,578,-,2,10,39, ,96,409,17,5,
,New York                 ,"7,429,263","299,523",,671,"1,702","36,100","40,511", ,"40,469","140,377","39,693", ,
,North Castle Town,"11,179",146,146,-,-,1,3, ,26,109,7,-,
,North Greenbush Town,"11,343",227,227,-,-,1,26, ,50,143,7,-,
,North Tonawanda,"32,986",662,663,-,4,2,14, ,135,471,36,1,
,Ogden Town,"17,978",493,494,-,-,-,17, ,68,385,23,1,
,Olean,"16,189",456,456,-,2,4,5, ,49,383,13,-,
,Oneonta City,"12,980",538,,-,12,11,19, ,156,319,21,,
,Orangetown Town,"37,111",654,659,1,1,12,48, ,82,477,33,5,
,Orchard Park Town,"24,444",574,574,-,1,1,9, ,63,472,28,-,
,Ossining Village,"23,037",535,539,1,3,20,70, ,88,302,51,4,
,Oswego City,"18,075",518,518,-,-,9,8, ,100,389,12,-,
,Port Chester Village,"24,806",836,838,-,3,47,30, ,112,538,106,2,
,Port Washington Village,"14,973",214,215,-,-,6,6, ,24,169,9,1,
,Poughkeepsie,"27,701","1,471","1,478",7,13,96,57, ,252,957,89,7,
,Poughkeepsie Town,"40,406","1,674","1,682",1,7,23,83,,155,"1,352",53,8,
,Riverhead Town,"25,129","1,841","1,844",1,2,27,117, ,304,"1,372",18,3,
,Rochester,"217,141","16,100","16,402",27,117,818,560, ,"3,010","9,521","2,047",302,
,Rockville Centre Village,"24,668",531,531,-,-,16,41, ,77,341,56,-,
,Rome,"39,839",746,,1,3,18,16, ,183,460,65,,
,Rotterdam Town,"28,037",880,882,-,-,13,3, ,125,703,36,2,
,Rye,"15,344",193,193,-,1,-,1, ,20,137,34,-,
,Saratoga Springs,"25,169",766,770,-,4,12,21, ,120,591,18,4,
,Scarsdale Village,"17,823",215,215,-,-,-,2, ,24,150,39,-,
,Shawangunk Town,"10,141",165,,-,-,-,22, ,27,107,9,,
,Spring Valley Village,"22,131","1,299","1,301",1,10,108,173, ,174,719,114,2,
,Stony Point Town,"14,354",115,115,-,-,2,1, ,14,97,1,-,
,Suffern Village,"11,072",209,209,-,3,3,6, ,24,164,9,-, 
,Syracuse,"152,393","8,868","8,967",9,47,483,900, ,"2,016","4,663",750,99,
,Tarrytown Village,"11,241",217,217,-,1,5,15, ,43,139,14,-,
,Tonawanda,"15,920",390,392,-,1,3,5, ,68,299,14,2,
,Ulster Town,"12,141",396,397,-,5,4,8, ,38,310,31,1,
,Utica,"59,404","2,811","2,866",4,14,115,69, ,552,"1,887",170,55,
,Vestal Town,"25,828",390,390,-,1,2,19, ,33,330,5,-,
,Wallkill Town,"25,484",523,529,-,1,4,14, ,72,414,18,6,
,Warwick Town,"16,538",172,172,-,-,-,28, ,16,120,8,-,
,Watertown,"27,792",937,943,-,21,16,29, ,181,680,10,6,
,Watervliet,"10,354",318,319,-,4,4,32, ,66,201,11,1,
,Webster Town and Village,"33,684",685,685,-,6,8,10, ,68,560,33,-,
,West Seneca Town,"46,346","1,161","1,162",-,9,16,156, ,162,770,48,1,
,White Plains,"50,003","2,485","2,494",1,6,77,106, ,82,"2,076",137,9,
,Yonkers,"190,376","6,033","6,092",4,33,500,378, ,939,"2,905","1,274",59,
,Yorktown Town,"35,708",717,721,-,1,9,22, ,79,589,17,4,
NORTH CAROLINA,Albemarle,"15,828","1,581","1,588",1,1,32,70, ,356,"1,041",80,7,
,Apex,"14,729",532,532,-,-,7,65, ,58,377,25,-,
,Asheboro,"17,794","2,052","2,053",4,1,40,52, ,425,"1,438",92,1,
,Asheville,"63,902","5,346","5,360",5,45,216,290, ,894,"3,473",423,14,
,Boone,"13,788",649,649,-,4,1,21, ,117,483,23,-,
,Burlington,"41,091","3,094","3,105",15,19,104,166, ,489,"2,153",148,11,
,Carrboro,"14,937","1,043","1,046",1,6,36,51, ,198,706,45,3,
,Cary,"83,205","1,991","1,998",-,8,25,38, ,295,"1,493",132,7,
,Chapel Hill,"42,241","2,856","2,862",-,13,70,111, ,507,"2,021",134,6,
,Charlotte-Mecklenburg,"604,931","53,413","53,703",84,262,"2,517","5,275", ,"10,314","30,116","4,845",290,
,Concord,"35,095","1,809","1,821",1,16,45,81, ,262,"1,331",73,12,
,Durham,"155,635","17,709","17,754",14,83,"1,103",816, ,"4,144","9,895","1,654",45,
,Eden,"14,864","1,113","1,116",2,4,25,42, ,278,705,57,3,
,Elizabeth City,"16,935",947,949,2,7,35,85, ,232,540,46,2,
,Fayetteville,"78,363","8,762","8,791",13,48,456,206, ,"2,317","5,079",643,29,
,Garner,"17,753","1,206","1,208",-,2,24,24, ,144,942,70,2,
,Gastonia4,"57,764",,,9,40,313,, ,"1,516","4,340",389,70,
,Goldsboro,"41,474","3,275","3,292",3,14,95,294, ,638,"2,026",205,17,
,Graham,"11,969",773,775,1,4,8,56, ,143,520,41,2,
,Greensboro,"200,645","15,531","15,599",19,105,758,938, ,"3,198","9,174","1,339",68,
,Greenville,"57,793","5,390","5,404",3,19,162,311, ,"1,148","3,423",324,14,
,Havelock,"20,554",417,418,-,2,7,36, ,84,272,16,1,
,Henderson,"15,140","1,763","1,775",2,6,76,118, ,365,"1,109",87,12,
,Hickory,"31,959","2,775","2,785",2,17,65,110, ,553,"1,873",155,10,
,High Point,"77,169","6,883","6,918",4,47,272,549, ,"1,661","3,917",433,35,
,Jacksonville,"69,325","2,805","2,814",4,20,60,141, ,450,"1,988",142,9,
,Kernersville,"11,740","1,098","1,109",-,8,13,48, ,181,797,51,11,
,Kinston,"24,808","2,257","2,258",2,12,51,188, ,378,"1,561",65,1,
,Laurinburg,"16,219","1,160","1,164",3,8,52,59, ,288,683,67,4,
,Lenoir,"16,661",982,985,-,10,32,60, ,199,647,34,3,
,Lexington,"16,373","1,449","1,463",2,9,48,117, ,347,831,95,14,
,Lumberton,"19,340","2,838","2,852",3,11,122,179, ,798,"1,534",191,14,
,Matthews,"17,356",857,874,2,6,15,20, ,118,662,34,17,
,Monroe,"24,121","2,495","2,501",2,7,76,176, ,480,"1,623",131,6,
,Mooresville,"11,782",861,862,1,4,11,50, ,162,596,37,1,
,Morganton,"15,098",961,968,-,7,14,53, ,145,697,45,7,
,New Bern,"22,071","1,817","1,820",2,9,49,164, ,362,"1,152",79,3,
,Newton,"12,192",684,684,-,3,6,26, ,179,437,33,-,
,Raleigh,"263,008","18,672","18,766",16,92,739,"1,184", ,"3,459","11,847","1,335",94,
,Reidsville,"14,031","1,182","1,182",1,2,35,98, ,231,760,55,-,
,Roanoke Rapids,"15,736","1,150","1,159",2,3,19,51, ,289,741,45,9,
,Rocky Mount,"57,687","5,250","5,273",11,15,217,336, ,"1,125","3,302",244,23,
,Salisbury,"25,447","1,972","1,985",6,14,69,144, ,322,"1,304",113,13,
,Sanford,"22,085","2,518","2,529",5,12,63,99, ,547,"1,672",120,11,
,Shelby,"15,783","1,771","1,776",1,21,67,153, ,334,"1,137",58,5,
,Smithfield,"10,989","1,385","1,388",3,5,37,102, ,322,817,99,3,
,Southern Pines,"10,556",653,655,-,7,17,42, ,149,411,27,2,
,Statesville,"20,399","1,937","1,945",1,5,74,210, ,399,"1,134",114,8,
,Tarboro,"10,221",547,548,-,3,10,51, ,96,375,12,1,
,Thomasville,"18,320","1,122","1,125",1,5,16,73, ,259,705,63,3,
,Wilmington,"69,003","7,866","7,879",11,44,363,356, ,"1,789","4,596",707,13,
,Wilson,"40,747","3,276","3,278",6,15,127,207, ,804,"1,882",235,2,
,Winston-Salem,"166,587","16,894","17,003",17,112,634,"1,450", ,"3,638","9,921","1,122",109,
NORTH DAKOTA,Bismarck,"53,652","1,961","1,961",1,7,9,15, ,259,"1,567",103,-,
,Dickinson,"16,105",476,477,-,1,4,3, ,57,383,28,1,
,Fargo,"86,430","2,886","2,906",2,54,17,45, ,440,"2,137",191,20,
,Grand Forks,"46,988","2,336","2,347",3,11,12,38, ,300,"1,786",186,11,
,Jamestown,"14,607",334,339,-,5,4,8, ,52,246,19,5,
,Mandan,"15,746",560,561,-,1,3,7, ,41,463,45,1,
,Minot,"35,033","1,087","1,091",2,9,3,15, ,127,853,78,4,
,West Fargo,"13,990",292,293,-,1,-,3,,50,216,22,1,
,Williston,"12,357",225,225,-,3,-,3, ,16,184,19,-,
OHIO,Akron,"216,620","15,829","15,921",16,166,681,"1,262", ,"2,867","9,400","1,437",92,
,Athens,"21,797",556,557,-,10,4,3, ,83,433,23,1,
,Aurora,"11,579",326,327,-,4,1,8, ,43,256,14,1,
,Bainbridge Township,"10,780",235,236,-,-,-,7, ,14,207,7,1,
,Barberton,"27,211","1,433","1,446",1,31,27,46, ,228,"1,004",96,13,
,Beavercreek,"40,182","1,565","1,593",-,8,25,6, ,184,"1,255",87,28,
,Bedford Heights,"11,519",401,401,-,1,11,8, ,64,237,80,-,
,Bellefontaine,"13,092",636,636,-,7,10,3, ,91,513,12,-,
,Berea,"18,457",544,545,-,7,5,11, ,54,449,18,1,
,Bexley,"12,267",568,575,-,2,22,3, ,123,389,29,7,
,Bowling Green,"28,319","1,091","1,091",-,14,5,14, ,160,853,45,-,
,Brecksville,"12,676",114,114,-,-,-,1, ,24,82,7,-,
,Brooklyn,"11,510",785,785,-,3,17,9, ,29,673,54,-,
,Bucyrus,"13,248",568,570,-,-,3,1, ,107,443,14,2,
,Cambridge,"11,841",845,846,-,7,12,32, ,124,619,51,1,
,Centerville,"23,132",685,686,1,5,10,6, ,137,493,33,1,
,Chillicothe,"22,369","1,876","1,895",-,14,22,32, ,299,"1,447",62,19,
,Cincinnati4,"337,815","21,469","21,824",29,236,"1,207","1,003", ,"4,332","13,004","1,658",355,
,Clayton,"32,285",193,193,-,1,5,13,,47,110,17,-,
,Cleveland4,"497,903","33,573","33,938",76,506,"3,038","2,429", ,"7,246","12,868","7,410",365,
,Cleveland Heights,"53,758","1,068","1,068",3,2,18,-, ,116,814,115,-, 
,Columbus,"673,401","61,292","62,121",71,638,"3,026","2,020", ,"14,090","34,625","6,822",829,
,Conneaut,"12,890",377,379,-,-,-,13, ,73,276,15,2,
,Copley Township,"12,416",452,453,2,-,4,4, ,65,362,15,1,
,Cuyahoga Falls,"50,123","1,795","1,819",1,16,15,98, ,183,"1,373",109,24,
,Dayton,"168,180","15,997","16,179",27,181,971,610, ,"3,653","7,629","2,926",182,
,Delaware,"19,042",844,851,-,24,10,7, ,122,651,30,7,
,Delhi Township,"30,799",419,422,-,2,4,3, ,60,336,14,3,
,Dover,"11,894",455,457,-,2,3,1, ,57,380,12,2,
,Dublin,"25,613",775,783,1,2,9,9, ,149,579,26,8,
,Eastlake,"21,064",358,358,-,4,5,12, ,24,291,22,-,
,East Liverpool,"13,206",388,388,-,2,5,9, ,66,290,16,-,
,Englewood,"11,920",668,668,-,1,16,6, ,55,556,34,-,
,Euclid,"50,857","2,367","2,376",2,17,58,39, ,369,"1,636",246,9,
,Fairborn,"31,522","1,476","1,483",-,22,31,29, ,199,"1,100",95,7,
,Fairfield,"41,941","2,097","2,108",-,7,26,113, ,298,"1,560",93,11,
,Fremont,"17,082","1,338","1,341",1,10,16,43, ,194,"1,031",43,3,
,Gahanna,"31,712",951,954,-,11,14,20, ,111,742,53,3,
,Galion,"11,444",492,495,-,7,2,7, ,120,333,23,3,
,Goshen Township,"15,056",371,378,-,2,1,30, ,81,236,21,7,
,Greenville,"13,154",493,494,-,4,4,29, ,79,362,15,1,
,Grove City,"19,018","1,047","1,049",-,11,22,31, ,75,855,53,2,
